trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
776,False,"{'e': 0.21224797382674304, 'a': 0.002}",20,6,4.8149320257535955,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
777,False,"{'e': 0.21182390209218135, 'a': 0.002}",30,17,20.45244707144482,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'e': 0.21140067765351048, 'a': 0.002}",25,10,-37.61207923828244,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 0}",1
779,False,"{'e': 0.21097829881783206, 'a': 0.002}",20,12,1.1900542338299407,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'e': 0.21055676389563024, 'a': 0.002}",20,5,27.2907533063406,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'e': 0.21013607120076472, 'a': 0.002}",25,14,25.19023553459267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'e': 0.2097162190504642, 'a': 0.002}",25,16,-25.229216349849096,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
783,False,"{'e': 0.20929720576531952, 'a': 0.002}",20,0,-41.4380028126799,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
784,False,"{'e': 0.20887902966927693, 'a': 0.002}",25,3,4.005740081987123,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
785,False,"{'e': 0.20846168908963153, 'a': 0.002}",25,0,-2.518442361393264,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
786,False,"{'e': 0.20804518235702046, 'a': 0.002}",20,13,0.7271394196762768,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
787,False,"{'e': 0.2076295078054162, 'a': 0.002}",20,14,11.705501233874122,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'e': 0.20721466377212, 'a': 0.002}",30,15,9.17882675436475,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
789,False,"{'e': 0.20680064859775515, 'a': 0.002}",25,14,7.584535025282202,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
790,False,"{'e': 0.20638746062626045, 'a': 0.002}",20,6,23.632242876406995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'e': 0.20597509820488344, 'a': 0.002}",20,5,-0.023383978445079334,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
792,False,"{'e': 0.2055635596841739, 'a': 0.002}",20,10,-23.984796010244747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
793,False,"{'e': 0.20515284341797715, 'a': 0.002}",20,0,-26.794238548600337,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
794,False,"{'e': 0.20474294776342764, 'a': 0.002}",20,12,15.239262546874874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'e': 0.20433387108094214, 'a': 0.002}",25,5,10.751114284573434,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
796,False,"{'e': 0.20392561173421342, 'a': 0.002}",20,10,2.883358894998657,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
797,False,"{'e': 0.20351816809020354, 'a': 0.002}",30,19,9.952816627261381,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
798,False,"{'e': 0.20311153851913738, 'a': 0.002}",25,17,6.076650728964594,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
799,False,"{'e': 0.2027057213944961, 'a': 0.002}",30,4,2.856606354480077,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
800,False,"{'e': 0.2023007150930107, 'a': 0.002}",20,13,12.531536065517582,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'e': 0.20189651799465538, 'a': 0.002}",20,0,12.241813270156435,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
802,False,"{'e': 0.20149312848264125, 'a': 0.002}",20,16,6.7842997058893175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'e': 0.20109054494340972, 'a': 0.002}",30,17,-25.83327566749805,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
804,False,"{'e': 0.20068876576662606, 'a': 0.002}",35,20,30.340296790164306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'e': 0.20028778934517305, 'a': 0.002}",25,3,24.164763721603183,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'e': 0.1998876140751445, 'a': 0.002}",25,8,1.6623590635636447,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
807,False,"{'e': 0.19948823835583873, 'a': 0.002}",30,19,19.648742165009313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'e': 0.1990896605897524, 'a': 0.002}",25,6,19.367975513844982,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
809,False,"{'e': 0.19869187918257386, 'a': 0.002}",25,19,11.929372538991831,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'e': 0.19829489254317698, 'a': 0.002}",30,16,18.041918946712975,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
811,False,"{'e': 0.19789869908361465, 'a': 0.002}",20,12,-3.3279701209200243,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
812,False,"{'e': 0.19750329721911256, 'a': 0.002}",25,17,-3.0926614463513893,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
813,False,"{'e': 0.19710868536806264, 'a': 0.002}",25,11,12.032899854883174,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'e': 0.19671486195201704, 'a': 0.002}",20,10,-28.134596864509557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
815,False,"{'e': 0.1963218253956815, 'a': 0.002}",30,16,24.031652556495214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'e': 0.19592957412690934, 'a': 0.002}",25,4,35.1357619743239,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
817,False,"{'e': 0.1955381065766949, 'a': 0.002}",20,14,-1.9439651879883089,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
818,False,"{'e': 0.1951474211791675, 'a': 0.002}",20,5,-17.30365768673334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
819,False,"{'e': 0.194757516371585, 'a': 0.002}",25,14,25.129338200809908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'e': 0.19436839059432767, 'a': 0.002}",20,12,15.259916311498843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'e': 0.19398004229089189, 'a': 0.002}",25,13,14.225625234551742,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
822,False,"{'e': 0.1935924699078839, 'a': 0.002}",30,19,16.815259679780933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'e': 0.19320567189501364, 'a': 0.002}",25,14,1.1782961267398702,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
824,False,"{'e': 0.1928196467050886, 'a': 0.002}",20,9,14.065565752810432,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
825,False,"{'e': 0.19243439279400748, 'a': 0.002}",35,16,24.166461452624084,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'e': 0.19204990862075408, 'a': 0.002}",25,9,20.581921539149718,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
827,False,"{'e': 0.19166619264739126, 'a': 0.002}",20,10,6.22826238691872,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
828,False,"{'e': 0.19128324333905458, 'a': 0.002}",20,8,8.308166033322713,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
829,False,"{'e': 0.19090105916394629, 'a': 0.002}",20,6,-1.0207118280981033,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
830,False,"{'e': 0.19051963859332918, 'a': 0.002}",20,9,5.227384632606095,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
831,False,"{'e': 0.1901389801015205, 'a': 0.002}",30,22,14.108692103842525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'e': 0.18975908216588572, 'a': 0.002}",30,18,14.146620106502851,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
833,False,"{'e': 0.18937994326683263, 'a': 0.002}",25,7,33.25948042621653,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'e': 0.18900156188780515, 'a': 0.002}",25,11,-28.52912410367712,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
835,False,"{'e': 0.1886239365152772, 'a': 0.002}",25,3,35.93720316665551,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'e': 0.1882470656387468, 'a': 0.002}",25,10,5.524244809811146,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
837,False,"{'e': 0.18787094775072993, 'a': 0.002}",20,11,3.3838875935091144,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
838,False,"{'e': 0.18749558134675456, 'a': 0.002}",20,12,17.474614871566192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'e': 0.1871209649253546, 'a': 0.002}",25,12,20.99895111106576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'e': 0.1867470969880638, 'a': 0.002}",30,16,-11.181123656408978,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
841,False,"{'e': 0.18637397603940997, 'a': 0.002}",20,12,14.134450693143638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'e': 0.1860016005869088, 'a': 0.002}",20,14,-8.036859336944485,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
843,False,"{'e': 0.18562996914105798, 'a': 0.002}",25,17,-23.283807399352806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
844,False,"{'e': 0.18525908021533122, 'a': 0.002}",35,0,-27.40505282794631,"{0: 31, 1: 1, 2: 1, 3: 1, 4: 1}",0
845,False,"{'e': 0.18488893232617234, 'a': 0.002}",20,3,29.93847496565396,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'e': 0.18451952399298926, 'a': 0.002}",25,12,0.2582336445520821,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
847,False,"{'e': 0.1841508537381482, 'a': 0.002}",20,9,-22.163796145653787,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
848,False,"{'e': 0.18378292008696764, 'a': 0.002}",20,9,15.255265763713625,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
849,False,"{'e': 0.18341572156771246, 'a': 0.002}",25,0,28.385372454506605,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
850,False,"{'e': 0.18304925671158812, 'a': 0.002}",30,14,26.151591631554396,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
851,False,"{'e': 0.18268352405273466, 'a': 0.002}",20,3,27.59088498534261,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'e': 0.182318522128221, 'a': 0.002}",25,14,4.273577695238174,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
853,False,"{'e': 0.18195424947803895, 'a': 0.002}",20,0,-0.727785951348542,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
854,False,"{'e': 0.1815907046450974, 'a': 0.002}",20,6,20.732827337160124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'e': 0.1812278861752166, 'a': 0.002}",25,10,-17.672246091022398,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
856,False,"{'e': 0.1808657926171221, 'a': 0.002}",30,13,9.056273284112157,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
857,False,"{'e': 0.18050442252243923, 'a': 0.002}",20,0,28.439217679564386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
858,False,"{'e': 0.1801437744456871, 'a': 0.002}",20,16,7.781179475276325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'e': 0.17978384694427296, 'a': 0.002}",20,8,-11.430644608999474,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
860,False,"{'e': 0.17942463857848634, 'a': 0.002}",20,14,2.916052075822159,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
861,False,"{'e': 0.17906614791149322, 'a': 0.002}",20,7,0.3637657557389362,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
862,False,"{'e': 0.17870837350933053, 'a': 0.002}",20,14,-13.48032848149853,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
863,False,"{'e': 0.17835131394090015, 'a': 0.002}",35,19,26.778399521896272,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'e': 0.17799496777796334, 'a': 0.002}",30,10,19.803315493784353,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
865,False,"{'e': 0.17763933359513495, 'a': 0.002}",25,3,37.38823400122573,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'e': 0.17728440996987782, 'a': 0.002}",25,5,30.863659221031593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'e': 0.17693019548249692, 'a': 0.002}",25,15,20.143605343072494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'e': 0.17657668871613388, 'a': 0.002}",35,24,9.333714502664057,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
869,False,"{'e': 0.1762238882567611, 'a': 0.002}",20,9,10.449821273405307,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
870,False,"{'e': 0.17587179269317638, 'a': 0.002}",20,8,-19.75598738162362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
871,False,"{'e': 0.17552040061699686, 'a': 0.002}",20,8,19.95124178542331,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'e': 0.17516971062265388, 'a': 0.002}",30,17,-0.43164441021333944,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
873,False,"{'e': 0.17481972130738693, 'a': 0.002}",30,6,39.82231142735178,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'e': 0.17447043127123832, 'a': 0.002}",20,13,14.157490315528303,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'e': 0.1741218391170474, 'a': 0.002}",20,0,-40.28800679185949,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
876,False,"{'e': 0.17377394345044514, 'a': 0.002}",20,12,14.043298141286261,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'e': 0.17342674287984836, 'a': 0.002}",25,14,15.41949718815004,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
878,False,"{'e': 0.17308023601645434, 'a': 0.002}",25,8,14.161268757965551,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
879,False,"{'e': 0.17273442147423515, 'a': 0.002}",20,6,16.396245286039687,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
880,False,"{'e': 0.17238929786993218, 'a': 0.002}",20,1,10.63055945423982,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
881,False,"{'e': 0.17204486382305054, 'a': 0.002}",20,15,7.852749926334556,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'e': 0.17170111795585358, 'a': 0.002}",30,24,13.431064702985935,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'e': 0.17135805889335737, 'a': 0.002}",20,0,-58.9343678513575,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
884,False,"{'e': 0.17101568526332522, 'a': 0.002}",25,14,22.125915347378793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'e': 0.17067399569626215, 'a': 0.002}",20,8,14.634871215702471,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
886,False,"{'e': 0.17033298882540943, 'a': 0.002}",30,22,13.610579988851642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'e': 0.16999266328673912, 'a': 0.002}",25,9,15.401616485163292,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'e': 0.1696530177189486, 'a': 0.002}",25,17,-27.69811188458213,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
889,False,"{'e': 0.16931405076345518, 'a': 0.002}",20,10,-3.5793202408095643,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
890,False,"{'e': 0.16897576106439058, 'a': 0.002}",20,10,4.39153038735715,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
891,False,"{'e': 0.1686381472685955, 'a': 0.002}",20,3,3.940700112830535,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
892,False,"{'e': 0.16830120802561438, 'a': 0.002}",25,14,-15.894522813751408,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
893,False,"{'e': 0.16796494198768974, 'a': 0.002}",25,5,-16.968614505181062,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
894,False,"{'e': 0.167629347809757, 'a': 0.002}",25,3,0.6824536047544627,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
895,False,"{'e': 0.167294424149439, 'a': 0.002}",25,20,8.361163057186419,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'e': 0.1669601696670407, 'a': 0.002}",25,15,15.8393796519163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'e': 0.16662658302554365, 'a': 0.002}",30,16,26.893968870670633,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'e': 0.16629366289060088, 'a': 0.002}",25,19,9.615423416390614,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'e': 0.16596140793053138, 'a': 0.002}",20,13,14.979018988797158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'e': 0.16562981681631492, 'a': 0.002}",35,23,-16.519560512575943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
901,False,"{'e': 0.16529888822158653, 'a': 0.002}",25,20,8.066650577400575,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'e': 0.16496862082263145, 'a': 0.002}",30,17,14.207146281911523,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
903,False,"{'e': 0.1646390132983796, 'a': 0.002}",25,12,16.7028822490103,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
904,False,"{'e': 0.16431006433040046, 'a': 0.002}",25,2,5.448382981430295,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
905,False,"{'e': 0.16398177260289773, 'a': 0.002}",20,14,4.829299322175639,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
906,False,"{'e': 0.16365413680270405, 'a': 0.002}",20,15,7.968021428486798,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'e': 0.1633271556192758, 'a': 0.002}",20,3,28.57658443616385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'e': 0.16300082774468777, 'a': 0.002}",20,10,11.988611885407943,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
909,False,"{'e': 0.16267515187362808, 'a': 0.002}",35,17,32.02522037455989,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'e': 0.16235012670339277, 'a': 0.002}",30,12,-2.310785259424952,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
911,False,"{'e': 0.16202575093388075, 'a': 0.002}",25,9,13.30871168082276,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
912,False,"{'e': 0.1617020232675885, 'a': 0.002}",20,12,10.124902094402218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'e': 0.16137894240960493, 'a': 0.002}",20,14,10.285233802744246,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'e': 0.16105650706760616, 'a': 0.002}",30,20,19.22388162137745,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'e': 0.16073471595185038, 'a': 0.002}",20,12,12.507605886892259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'e': 0.16041356777517274, 'a': 0.002}",25,15,-5.941989384424631,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
917,False,"{'e': 0.1600930612529801, 'a': 0.002}",25,17,16.963577811601343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'e': 0.15977319510324592, 'a': 0.002}",20,0,0.08753537269097622,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
919,False,"{'e': 0.15945396804650516, 'a': 0.002}",35,15,-11.495657704441811,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
920,False,"{'e': 0.15913537880584921, 'a': 0.002}",20,8,24.31273688777562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'e': 0.15881742610692068, 'a': 0.002}",25,3,1.4415503862359942,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
922,False,"{'e': 0.1585001086779083, 'a': 0.002}",20,12,3.4682770633218625,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
923,False,"{'e': 0.15818342524954201, 'a': 0.002}",25,15,19.59117155004986,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'e': 0.1578673745550876, 'a': 0.002}",30,23,14.080709915625068,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'e': 0.15755195533034191, 'a': 0.002}",20,0,-41.104204143893426,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
926,False,"{'e': 0.1572371663136276, 'a': 0.002}",20,14,12.249923093298525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'e': 0.1569230062457882, 'a': 0.002}",30,12,3.824028764010904,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
928,False,"{'e': 0.156609473870183, 'a': 0.002}",25,5,-16.822515498973207,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
929,False,"{'e': 0.15629656793268212, 'a': 0.002}",20,14,14.636237680115954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'e': 0.15598428718166135, 'a': 0.002}",20,8,22.861912874394918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'e': 0.1556726303679973, 'a': 0.002}",25,9,15.713603516797251,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
932,False,"{'e': 0.15536159624506227, 'a': 0.002}",25,17,2.360290472527379,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'e': 0.15505118356871936, 'a': 0.002}",20,15,8.948515824852127,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'e': 0.1547413910973175, 'a': 0.002}",35,3,34.15630318698171,"{0: 30, 1: 1, 2: 1, 3: 0, 4: 0}",1
935,False,"{'e': 0.15443221759168632, 'a': 0.002}",25,13,-0.34643945704877765,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
936,False,"{'e': 0.1541236618151314, 'a': 0.002}",25,17,16.398947284789077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'e': 0.15381572253342926, 'a': 0.002}",20,0,-17.165561531665713,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
938,False,"{'e': 0.15350839851482234, 'a': 0.002}",20,10,-3.0216771445753103,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
939,False,"{'e': 0.15320168853001417, 'a': 0.002}",35,2,22.55518017753578,"{0: 30, 1: 2, 2: 1, 3: 0, 4: 0}",1
940,False,"{'e': 0.15289559135216438, 'a': 0.002}",35,14,15.551368563215721,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
941,False,"{'e': 0.15259010575688386, 'a': 0.002}",30,0,-0.3810549095170057,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
942,False,"{'e': 0.1522852305222298, 'a': 0.002}",30,10,6.304233823828806,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
943,False,"{'e': 0.1519809644287009, 'a': 0.002}",20,8,12.615081098024053,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
944,False,"{'e': 0.15167730625923234, 'a': 0.002}",20,15,3.1995099394773163,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
945,False,"{'e': 0.1513742547991911, 'a': 0.002}",25,11,16.371020231219457,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
946,False,"{'e': 0.15107180883637084, 'a': 0.002}",20,14,10.373168192509228,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'e': 0.15076996716098734, 'a': 0.002}",20,9,1.2103065214161575,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
948,False,"{'e': 0.15046872856567356, 'a': 0.002}",20,8,-22.289952029484766,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
949,False,"{'e': 0.15016809184547464, 'a': 0.002}",25,3,36.95955292683704,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'e': 0.14986805579784332, 'a': 0.002}",25,16,15.178664942528725,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'e': 0.14956861922263504, 'a': 0.002}",30,10,4.314571538463465,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
952,False,"{'e': 0.14926978092210305, 'a': 0.002}",20,0,12.208241270280737,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
953,False,"{'e': 0.1489715397008938, 'a': 0.002}",30,20,15.708106121929623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'e': 0.14867389436604195, 'a': 0.002}",30,17,-7.007325877741715,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
955,False,"{'e': 0.14837684372696583, 'a': 0.002}",25,20,8.858487688910593,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'e': 0.14808038659546244, 'a': 0.002}",30,19,18.179822087837024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'e': 0.14778452178570287, 'a': 0.002}",25,18,14.851963827984665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'e': 0.14748924811422748, 'a': 0.002}",20,0,-0.33507686176466644,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
959,False,"{'e': 0.14719456439994122, 'a': 0.002}",25,11,-30.613993021277224,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
960,False,"{'e': 0.1469004694641088, 'a': 0.002}",30,19,22.1799002058054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
